id,user,created_at,text,fav,RT,follower,follows
1323748845654667264,syokatu_hirota,2020-11-03 22:08:13,@nonbiri_wiz リエンはともかくダムザは…(´θ`llll)疑惑は否定しようとすればするほど深まるのが定番ですから…どうせ殺るなら拡散する元手をと考えました(笑),1,0,1347,1470
1323741091045142528,nonbiri_wiz,2020-11-03 21:37:24,@syokatu_hirota バランスが難しいですよね〜。ここはやはり魔轟2を待つしかないのでしょうか...それかリエンとダムザ、呼んじゃいます？アイドル異界に（笑）疑惑を否定するのではなく電話を抹消しようとするどざむーさん、やりますねぇ(  ･᷄ㅂ･᷅ )（笑）,1,0,258,233
1323740653843443712,hisato_zz,2020-11-03 21:35:40,佐藤健がたけもねお揃い指輪の疑惑を否定！(動画あり)https://t.co/8xjPzmMVwL#佐藤健#上白石萌音 #恋つづ#恋は続くよどこまでも#SUGAR,1,0,26,9
1323702224019550208,aumjikenkaimei_,2020-11-03 19:02:58,一部のオウムウオッチャーは、同書をトンデモ本だと断罪しているが、全てを否定するだけの反証は､誰も示していない。なぜ、異口同音に同書を無視するのか？疑惑を感じる。彼らの坂本事件への関与を検証すべきではないのか？,0,0,607,10
1323681267729068034,Lady_G_Face,2020-11-03 17:39:41,ゆりにゃさんまた誰かと揉めてるの、ツッコミどころはいつも通り数え切れないけどあれはマジで類友案件だな。日頃からマトモな行動や人間関係築かないからああなることを自覚しろ。しかし許可なく晒すなってあれが捏造ではないことを認めてるし薬物ノリノリだし疑惑否定しないんだな（蒸し返し）,11,1,223,28
1323674120807092228,trjiguchiaka,2020-11-03 17:11:17,公式のトレス疑惑すらホモ妄想のオカズにしてるの酷い民度　ファンの立場ならせめてトレス疑惑を否定するもんじゃないの,0,0,22,0
1323661264002801665,OcCann10,2020-11-03 16:20:12,@KadotaRyusho 親中疑惑が出ていて、違うのであれば強く否定していかないと、保守層も安易賛成に投票出来なかったのが、今回都構想の結果につながったと思います正直維新がどういう方向を向いている政党なのか、わかりませんね。,0,0,0,23
1323611796947677184,carmani86,2020-11-03 13:03:38,@_taikoman91 ゆーだいさんが否定してもくりさんのその発言で疑惑が余計に深まるwwww,0,0,503,622
1323611771349815298,hepe_1221a,2020-11-03 13:03:32,なんか、えみりん見てない間にめっちゃ綺麗になっててびびったそれに対して整形疑惑出てて嘘つくなとか色々言ってる人いるけど本人がダイエット頑張ったって言ってて整形の件に関して否定してるならそれでいいじゃん、なに？みんな嫉妬？,3,0,77,144
1323610595896172544,moltoke_Rumia1p,2020-11-03 12:58:52,"@rockfish31 '`,､('∀`) '`,､当事者から否定コメント出るとは思わず記事書いた疑惑に",6,1,6035,754
