id,user,created_at,text,fav,RT,follower,follows
1324451454539591682,inFV7vNK22avS8b,2020-11-05 20:40:08,@m31O4m バッシングしたのは週刊誌ではなく、パグTシャツを事務所に送り返したり、パグの絵を撤収させたファンだったと思います。事務所はそのような事実はありません(否定)、特にコメントすることはごさいません(肯定)等、コメントすることあると思います。,1,0,1087,291
1324388504877629445,NgtDema,2020-11-05 16:30:00,【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/kEc9dzwp0R,1,0,98,99
1324359352766013440,teas_bot,2020-11-05 14:34:09,「ちょっと大げさじゃないか？私はむーおかの人格を疑ったことはあっても否定したことは無いぞ」（天川）【月並物語―む～おか探偵デザイン事務所―】,0,0,55,0
1324358931662086150,nitta_chicoma,2020-11-05 14:32:29,@lyca04603180 一事務所だろうと、完全に否定はできないのでは？アイドルの体育祭も、元々日本が開催していたものですし。どちらにしろダンス&amp;ボーカルグループのインスピレーションはどこかしらあったと思いますよ。まぁ最近は寧ろ日本の方がkpopじみてますし。ただルーツじゃない！全然違う！とは言えないのでは？,0,0,284,415
1324350861783392263,Presence_fTVA,2020-11-05 14:00:25,めっちゃ優しい事務所＆Pですね。それは表向きの言葉とか対応とかだけではなくって。その人の声の特徴とかを本当に上手く生かしてパフォーマンスを作るので、今持つものを否定したり矯正したりの辛さを課す必要そのものがないんですよ。 https://t.co/x0ubZDbtW7,1,0,274,257
1324348192675176448,gakana_mizukawa,2020-11-05 13:49:48,@Presence_fTVA ちくちゅーさん、ちょいちょい💦悪魔みたいに言われてる気もする・・・否定できんけど(笑)いやいや、所属に優しい事務所だよぉ来てくれなくなっちゃうから、誉めて誉めて✨✨,0,0,294,269
1324345380222296064,voost_official,2020-11-05 13:38:38,先ほどの投稿に語弊を招く部分がありましたので、訂正し再投稿させて頂きます。当社ライバー枠では無課金リスナーの定期ブロック等は行っておりませんが、応援の流れを妨げる否定的発言を行うリスナーについては、事務所側でブロック対応いたします。いつも暖かい応援をありがとうございます。,3,0,210,1219
1324317268570853376,ethan3803258,2020-11-05 11:46:56,事務所は全部否定じゃないのか。抗議止まりじゃなく法的措置ならば、裁判ではっきりするね。しかし、事務所は大変だね。https://t.co/NUDTWESTdJ,0,0,180,222
1324311168639365120,03z__,2020-11-05 11:22:41,@yUOxMHIO4S7eg29 FF外から失礼します。事務所が否定しているので、事実無根の捏造記事と言えます。今後、きちんとした声明が再びあると思いますので、事務所の公式サイトの情報のみを信頼して下さい。よろしくお願い致します。,0,0,18,6
1324305962379866112,Axis_Fs,2020-11-05 11:02:00,そもそも最初はひき逃げの事実すら否定していた伊藤健太郎の所属事務所が文春の記事を否定しても信用できないんだよねーワンチャンほとぼり冷めたら復帰させたくて少しでもダメージ減らそうと考えてるんだろ,2,1,36,47
